-2 -0.02643650457
-1.960784314 -0.02849676336
-1.922337562 -0.03067508963
-1.884644669 -0.03297444916
-1.847690852 -0.0353975581
-1.81146162 -0.03794685501
-1.775942764 -0.04062447342
-1.741120357 -0.04343221516
-1.706980742 -0.04637152467
-1.673510532 -0.0494434647
-1.6406966 -0.05264869366
-1.608526078 -0.05598744483
-1.576986351 -0.05945950775
-1.54606505 -0.06306421214
-1.515750049 -0.06680041434
-1.48602946 -0.07066648677
-1.456891627 -0.07466031029
-1.428325125 -0.07877926988
-1.40031875 -0.08302025347
-1.37286152 -0.08737965418
-1.345942666 -0.09185337583
-1.319551634 -0.0964368418
-1.293678072 -0.1011250071
-1.268311835 -0.1059123732
-1.243442976 -0.1107930066
-1.219061741 -0.1157605587
-1.19515857 -0.1208082894
-1.171724088 -0.1259290921
-1.148749106 -0.1311155203
-1.126224614 -0.1363598161
-1.104141778 -0.1416539395
-1.082491939 -0.1469895979
-1.061266607 -0.152358277
-1.040457458 -0.1577512703
-1.020056331 -0.163159709
-1.000055227 -0.1685745905
-0.9804463007 -0.1739868064
-0.9612218634 -0.1793871689
-0.9423743759 -0.1847664355
-0.923896447 -0.1901153319
-0.9057808304 -0.1954245738
-0.8880204219 -0.200684886
-0.8706082568 -0.2058870202
-0.8535375067 -0.2110217709
-0.8368014771 -0.2160799896
-0.820393605 -0.2210525981
-0.8043074559 -0.2259306003
-0.7885367215 -0.230705093
-0.7730752171 -0.2353672768
-0.7579168795 -0.2399084663
-0.7430557643 -0.2443201011
-0.7284860434 -0.2485937572
-0.7142020033 -0.2527211594
-0.7001980425 -0.2566941953
-0.6864686691 -0.2605049313
-0.6730084991 -0.2641456303
-0.659812254 -0.2676087722
-0.6468747588 -0.2708870771
-0.63419094 -0.2739735307
-0.6217558236 -0.2768614138
-0.6095645329 -0.2795443338
-0.5976122872 -0.2820162596
-0.5858943992 -0.2842715595
-0.5744062737 -0.2863050419
-0.5631434056 -0.2881119979
-0.552101378 -0.2896882473
-0.5412758608 -0.2910301859
-0.5306626087 -0.292134834
-0.5202574595 -0.2929998871
-0.5100563328 -0.293623767
-0.5000552282 -0.2940056727
-0.4902502238 -0.2941456319
-0.4806374743 -0.2940445522
-0.4712132101 -0.2937042702
-0.4619737354 -0.2931276011
-0.4529154268 -0.2923183845
-0.4440347322 -0.2912815303
-0.4353281688 -0.2900230609
-0.4267923224 -0.2885501512
-0.4184238455 -0.2868711666
-0.4102194563 -0.2849956971
-0.4021759376 -0.2829345892
-0.3942901349 -0.2806999747
-0.3865589558 -0.2783052961
-0.3789793684 -0.2757653296
-0.3715484004 -0.2730962041
-0.3642631376 -0.2703154185
-0.3571207232 -0.2674418553
-0.3501183561 -0.2644957909
-0.3432532903 -0.2614989044
-0.3365228336 -0.2584742818
-0.3299243466 -0.255446419
-0.3234552418 -0.2524412202
-0.3171129822 -0.2494859948
-0.3108950806 -0.2466094494
-0.3047990986 -0.2438416779
-0.2988226457 -0.2412141469
-0.2929633781 -0.2387596773
-0.2872189981 -0.2365124219
-0.2815872531 -0.2345078383
-0.2760659344 -0.2327826559
-0.2706528769 -0.2313748382
-0.2653459577 -0.230323539
-0.2601430958 -0.2296690518
-0.2550422508 -0.2294527526
-0.2500414223 -0.2297170351
-0.2451386493 -0.230505239
-0.2403320092 -0.2318615692
-0.2356196168 -0.2338310073
-0.2309996243 -0.2364592149
-0.2264702199 -0.2397924276
-0.2220296274 -0.2438773408
-0.2176761053 -0.2487609865
-0.2134079464 -0.2544906021
-0.2092234768 -0.2611134903
-0.2051210557 -0.2686768719
-0.2010990742 -0.2772277306
-0.1971559551 -0.2868126514
-0.1932901521 -0.2974776523
-0.1895001491 -0.3092680113
-0.1857844599 -0.322228088
-0.1821416273 -0.3364011425
-0.1785702229 -0.3518291501
-0.175068846 -0.368552616
-0.1716361235 -0.3866103878
-0.1682707093 -0.4060394691
-0.1649712836 -0.426874834
-0.1617365526 -0.4491492438
-0.1585652476 -0.4728930675
-0.1554561251 -0.4981341058
-0.1524079658 -0.5248974202
-0.1494195743 -0.5532051681
-0.1464897788 -0.5830764438
-0.1436174302 -0.6145271271
-0.1408014021 -0.6475697388
-0.1380405903 -0.6822133044
-0.1353339121 -0.7184632263
-0.1326803059 -0.7563211636
-0.1300787313 -0.7957849223
-0.127528168 -0.8368483523
-0.1250276156 -0.8795012552
-0.1225760938 -0.9237293004
-0.120172641 -0.9695139501
-0.1178163147 -1.016832395
-0.1155061908 -1.065657497
-0.1132413636 -1.115957747
-0.1110209447 -1.167697224
-0.1088440634 -1.220835574
-0.1067098661 -1.275327996
-0.1046175158 -1.331125236
-0.1025661919 -1.3881736
-0.1005550901 -1.446414979
-0.0985834217 -1.50578688
-0.09665041343 -1.566222486
-0.09475530728 -1.627650718
-0.09289736008 -1.689996327
-0.09107584322 -1.753179997
-0.08929004237 -1.817118465
-0.08753925722 -1.881724674
-0.0858228012 -1.946907931
-0.08414000118 -2.012574101
-0.08249019723 -2.078625818
-0.08087274238 -2.144962719
-0.07928700234 -2.211481699
-0.07773235523 -2.2780772
-0.07620819141 -2.344641504
-0.07471391314 -2.411065069
-0.07324893445 -2.477236867
-0.07181268084 -2.54304475
-0.07040458906 -2.608375833
-0.06902410692 -2.673116888
-0.06767069306 -2.737154752
-0.06634381672 -2.800376739
-0.06504295757 -2.862671067
-0.06376760546 -2.92392728
-0.06251726026 -2.984036666
-0.06129143162 -3.042892682
-0.06008963885 -3.100391358
-0.05891141063 -3.156431695
-0.05775628494 -3.21091605
-0.05662380876 -3.263750494
-0.055513538 -3.314845161
-0.05442503725 -3.36411456
-0.05335787966 -3.41147787
-0.05231164673 -3.456859203
-0.05128592816 -3.500187841
-0.05028032173 -3.541398436
-0.04929443307 -3.580431183
-0.04832787556 -3.617231967
-0.04738027015 -3.651752468
-0.04645124525 -3.683950244
-0.04554043652 -3.713788787
-0.04464748678 -3.74123754
-0.04377204587 -3.766271899
-0.04291377046 -3.788873186
-0.04207232398 -3.809028601
-0.04124737645 -3.826731148
-0.04043860436 -3.841979549
-0.03964569055 -3.854778137
-0.03886832407 -3.865136733
-0.03810620007 -3.873070513
-0.03735901967 -3.878599854
-0.03662648988 -3.881750178
-0.03590832341 -3.882551779
-0.03520423863 -3.88103964
-0.03451395945 -3.877253246
-0.03383721514 -3.871236378
-0.03317374034 -3.863036904
-0.03252327484 -3.852706561
-0.03188556357 -3.840300724
-0.03126035644 -3.825878169
-0.03064740827 -3.809500821
-0.0300464787 -3.791233499
-0.02945733206 -3.771143648
-0.02887973731 -3.74930106
-0.02831346795 -3.725777597
-0.02775830192 -3.700646889
-0.02721402149 -3.673984045
-0.02668041322 -3.645865347
-0.02615726786 -3.616367944
-0.02564438026 -3.585569547
-0.02514154927 -3.553548126
-0.02464857772 -3.520381606
-0.02416527227 -3.486147574
-0.02369144341 -3.450922994
-0.0232269053 -3.414783931
-0.02277147578 -3.377805295
-0.02232497626 -3.340060594
-0.02188723163 -3.30162171
-0.02145807022 -3.262558698
-0.02103732375 -3.222939605
-0.0206248272 -3.182830309
-0.02022041883 -3.142294393
-0.01982394003 -3.101393032
-0.01943523532 -3.060184914
-0.01905415227 -3.018726183
