0 0.0025093548
2 0.00281295
4 0.0032487319
6 0.0035454841
8 0.0036999097
10 0.003770553
12 0.0038026975
14 0.0038197971
16 0.0038316614
18 0.0038417441
20 0.0038512018
22 0.0038604458
24 0.0038696318
26 0.0038788209
28 0.0038880374
30 0.0038972913
32 0.0039065867
34 0.0039159254
36 0.0039253085
38 0.0039347364
40 0.0039442097
42 0.0039537286
44 0.0039632935
46 0.0039729048
48 0.0039825627
50 0.0039922677
52 0.0040020201
54 0.0040118202
56 0.0040216684
58 0.0040315651
60 0.0040415105
62 0.004051505
64 0.0040615491
66 0.0040716431
68 0.0040817874
70 0.0040919822
72 0.0041022281
74 0.0041125254
76 0.0041228745
78 0.0041332757
80 0.0041437296
82 0.0041542364
84 0.0041647965
86 0.0041754105
88 0.0041860787
90 0.0041968014
92 0.0042075792
94 0.0042184125
96 0.0042293016
98 0.0042402471
100 0.0042512493

0 0.0091321074
2 0.016618344
4 0.035241855
6 0.080859891
8 0.19418448
10 0.4769491
12 1.1752149
14 1.5176866
16 1.5196889
18 1.5200662
20 1.520186
22 1.5202297
24 1.5202463
26 1.5202526
28 1.5202547
30 1.5202553
32 1.5202552
34 1.5202548
36 1.5202544
38 1.5202539
40 1.5202534
42 1.5202528
44 1.5202523
46 1.5202518
48 1.5202512
50 1.5202507
52 1.5202501
54 1.5202496
56 1.520249
58 1.5202485
60 1.5202479
62 1.5202473
64 1.5202468
66 1.5202462
68 1.5202457
70 1.5202451
72 1.5202445
74 1.5202439
76 1.5202433
78 1.5202428
80 1.5202422
82 1.5202416
84 1.520241
86 1.5202404
88 1.5202398
90 1.5202392
92 1.5202386
94 1.520238
96 1.5202374
98 1.5202368
100 1.5202362

0 0.010925584
2 0.018350419
4 0.037050904
6 0.082709283
8 0.19597597
10 0.47818645
12 1.180857
14 1.5228415
16 1.5239028
18 1.5241742
20 1.5242875
22 1.5243385
24 1.5243646
26 1.5243805
28 1.5243925
30 1.5244029
32 1.5244127
34 1.5244223
36 1.5244318
38 1.5244413
40 1.5244508
42 1.5244604
44 1.52447
46 1.5244797
48 1.5244894
50 1.5244992
52 1.524509
54 1.5245189
56 1.5245288
58 1.5245387
60 1.5245487
62 1.5245588
64 1.5245689
66 1.5245791
68 1.5245893
70 1.5245995
72 1.5246098
74 1.5246202
76 1.5246306
78 1.5246411
80 1.5246516
82 1.5246622
84 1.5246728
86 1.5246835
88 1.5246942
90 1.524705
92 1.5247158
94 1.5247268
96 1.5247377
98 1.5247487
100 1.5247598

