0 0 2
0.001687448 1 1
0.001687448 -1 1
0.0025093548 1 3
0.0025093548 -1 3
0.0025093548 0 2
0.0043028312 0 4
0.007338631 0 2
0.007338631 -2 2
0.007338631 -1 1
0.007338631 2 2
0.007338631 1 1
0.0074446594 1 1
0.0074446594 -1 1
0.0091321074 -2 2
0.0091321074 1 3
0.0091321074 2 2
0.0091321074 -1 3
0.0091321074 0 2
0.010819555 0 2
0.010925584 0 2
0.010925584 -1 3
0.010925584 1 3
0.013961384 -3 1
0.013961384 -1 1
0.013961384 1 1
0.013961384 3 1
0.01575486 0 2
0.01575486 1 1
0.01575486 -1 1
0.01575486 -2 2
0.01575486 2 2
0.016576767 0 2
0.018264215 1 1
0.018264215 -1 1

0 0 3
7.9616314e-12 0 1
0.0076352255 -1 2
0.0076352255 1 2
0.0076355792 -1 2
0.0076355792 1 2
0.015270805 0 1
0.015270805 -2 1
0.015270805 0 1
0.015270805 2 1
0.80065914 -1 4
0.80065914 1 4
0.80065931 -1 2
0.80065931 1 2
0.80065967 1 2
0.80065967 -1 2
0.80829419 0 3
0.80829454 -2 3
0.80829454 0 3
0.80829454 0 3
0.80829454 2 3
0.80829454 0 1
0.80829489 0 1
0.80829489 -2 1
0.80829489 -2 3
0.80829489 0 1
0.80829489 0 3
0.80829489 2 1
0.80829489 2 3
0.80829525 -2 1
0.80829525 0 1
0.80829525 2 1
0.81592977 -1 2
0.81592977 1 2
0.81593012 -1 2
0.81593012 1 2
0.8159303 1 2
0.8159303 -3 2
0.8159303 -1 2
0.8159303 3 2
1.6013183 0 5
1.6013186 -2 3
1.6013186 0 3
1.6013186 0 3
1.6013186 2 3
1.6013186 -2 1
1.6013186 0 1
1.6013186 2 1
1.601319 0 3
1.6013193 0 1
1.6089535 -1 2
1.6089535 1 2
1.6089537 -1 4
1.6089537 1 4
1.6089539 -1 2
1.6089539 1 2
1.608954 -3 2
1.608954 -1 2
1.608954 -1 4
1.608954 1 2
1.608954 1 4
1.608954 3 2
1.6089542 -1 2
1.6089542 1 2
1.6089544 -3 2
1.6089544 -1 2
1.6089544 1 2
1.6089544 3 2
1.6089546 -1 2
1.6089546 1 2
1.6165887 0 1
1.6165891 -2 1
1.6165891 0 1
1.6165891 2 1
1.6165894 0 3
1.6165894 -2 1
1.6165894 -2 3
1.6165894 0 1
1.6165894 0 3
1.6165894 2 1
1.6165894 2 3
1.6165898 -4 1
1.6165898 -2 1
1.6165898 0 1
1.6165898 2 1
1.6165898 4 1
2.4019778 -1 4
2.4019778 1 4
2.4019779 -1 2
2.4019779 1 2
2.4019783 -1 2
2.4019783 1 2
2.4096128 0 3
2.4096132 -2 3
2.4096132 0 3
2.4096132 0 3
2.4096132 2 3
2.4096132 0 1
2.4096135 0 1
2.4096135 -2 1
2.4096135 -2 3
2.4096135 0 1
2.4096135 0 3
2.4096135 2 1
2.4096135 2 3
2.4096139 -2 1
2.4096139 0 1
2.4096139 2 1
2.4172484 -1 2
2.4172484 1 2
2.4172487 -1 2
2.4172487 1 2
2.4172489 -3 2
2.4172489 -1 2
2.4172489 1 2
2.4172489 3 2
3.2026373 0 3
3.2026373 0 1
3.2102725 1 2
3.2102725 -1 2
3.2102728 -1 2
3.2102728 1 2
3.2179081 0 1
3.2179081 -2 1
3.2179081 2 1
3.2179081 0 1

0 0 2
0.0024531242 -1 1
0.0024531242 1 1
0.00281295 -1 3
0.00281295 1 3
0.0028129787 0 2
0.004545282 0 4
0.01416522 -1 1
0.01416522 1 1
0.014885784 -1 1
0.014885784 1 1
0.014886012 0 2
0.014886012 2 2
0.014886012 -2 2
0.016618087 -2 2
0.016618087 0 2
0.016618087 2 2
0.016618344 -1 3
0.016618344 1 3
0.018350419 -1 3
0.018350419 1 3
0.018350647 0 2
0.019071211 0 2
0.028691149 -3 1
0.028691149 -1 1
0.028691149 1 1
0.028691149 3 1
0.030423452 -1 1
0.030423452 1 1
0.030423481 -2 2
0.030423481 0 2
0.030423481 2 2
0.030783307 0 2
0.033236431 1 1
0.033236431 -1 1
1.5376149 -1 3
1.5376149 1 3
1.5376152 -1 1
1.5376152 1 1
1.5400681 0 2
1.5400681 0 2
1.5400681 2 2
1.5400681 -2 2
1.5404278 0 4
1.5404278 -2 4
1.5404278 0 4
1.5404278 2 4
1.540428 -1 3
1.540428 1 3
1.540428 1 1
1.540428 -1 1
1.5404282 0 2
1.5404282 0 2
1.5404282 -2 2
1.5404282 2 2
1.5421601 -1 5
1.5421601 1 5
1.5421605 -1 3
1.5421605 1 3
1.55178 0 2
1.5517803 0 2
1.5517803 2 2
1.5517803 -2 2
1.5525006 0 2
1.5525008 -1 3
1.5525008 1 3
1.5525008 0 2
1.5525008 -2 2
1.5525008 2 2
1.552501 -3 3
1.552501 1 3
1.552501 3 3
1.552501 -1 3
1.552501 1 1
1.552501 -1 1
1.5525012 1 1
1.5525012 -3 1
1.5525012 3 1
1.5525012 -1 1
1.5542329 -1 3
1.5542329 1 3
1.5542331 -3 3
1.5542331 0 4
1.5542331 1 3
1.5542331 3 3
1.5542331 -1 3
1.5542331 -1 1
1.5542331 1 1
1.5542333 0 2
1.5542333 -2 4
1.5542333 -1 1
1.5542333 0 4
1.5542333 -3 1
1.5542333 2 4
1.5542333 1 1
1.5542333 3 1
1.5542335 0 2
1.5542335 2 2
1.5542335 -2 2
1.5559652 0 4
1.5559654 0 2
1.5559654 -2 4
1.5559654 2 4
1.5559654 0 4
1.5559656 -1 3
1.5559656 1 3
1.5559656 -2 2
1.5559656 0 2
1.5559656 2 2
1.5559658 1 1
1.5559658 -1 1
1.5566861 -1 3
1.5566861 1 3
1.5566864 1 1
1.5566864 -1 1
1.5663059 0 2
1.5663059 -2 2
1.5663059 2 2
1.5663063 0 2
1.5663063 2 2
1.5663063 -4 2
1.5663063 4 2
1.5663063 -2 2
1.5680382 -1 3
1.5680382 1 3
1.5680382 -1 1
1.5680382 1 1
1.5680384 0 2
1.5680384 -2 2
1.5680384 0 2
1.5680384 2 2
1.5680386 -1 3
1.5680386 3 3
1.5680386 -3 3
1.5680386 1 3
1.5680386 -3 1
1.5680386 -1 1
1.5680386 1 1
1.5680386 3 1
1.5683983 -1 3
1.5683983 1 3
1.5683983 1 1
1.5683983 -1 1
1.5708512 0 2
1.5708515 -2 2
1.5708515 0 2
1.5708515 2 2
3.0752298 0 4
3.07523 -2 2
3.07523 0 2
3.07523 2 2
3.0752303 0 2
3.077683 -1 1
3.077683 1 1
3.0776831 1 3
3.0776831 -1 3
3.0776831 -3 1
3.0776831 1 1
3.0776831 3 1
3.0776831 -1 1
3.0780427 -1 5
3.0780427 1 5
3.0780429 1 3
3.0780429 -1 3
3.0780429 1 3
3.0780429 -3 3
3.0780429 3 3
3.0780429 -1 3
3.0780429 0 4
3.0780429 -2 2
3.0780429 2 2
3.0780429 0 2
3.078043 0 2
3.0780432 -1 3
3.0780432 1 3
3.0780434 -1 1
3.0780434 1 1
3.079775 0 6
3.0797752 -2 4
3.0797752 2 4
3.0797752 0 4
3.0797754 0 4
3.0797757 0 2
3.0893949 -1 1
3.0893949 1 1
3.0893952 1 3
3.0893952 -1 3
3.0893953 -1 1
3.0893953 3 1
3.0893953 -3 1
3.0893953 1 1
3.0901155 1 1
3.0901155 -1 1
3.0901157 0 2
