0 -1 2
0 0 1
0 0 3
0 1 2
0.024289973 -2 1
0.024289973 -1 2
0.024289973 0 1
0.024289973 0 1
0.024289973 1 2
0.024289973 2 1

0 0 2
0.03840582 -1 1
0.03840582 1 1
0.44274614 -1 1
0.44274614 -1 3
0.44274614 1 1
0.44274614 1 3
0.48115196 -2 2
0.48115196 0 2
0.48115196 0 2
0.48115196 2 2
0.88549228 -2 2
0.88549228 0 2
0.88549228 0 2
0.88549228 0 4
0.88549228 2 2
0.9238981 -3 1
0.9238981 -1 1
0.9238981 -1 1
0.9238981 -1 3
0.9238981 1 1
0.9238981 1 1
0.9238981 1 3
0.9238981 3 1
1.3282384 -1 1
1.3282384 -1 3
1.3282384 1 1
1.3282384 1 3
1.3666442 -2 2
1.3666442 0 2
1.3666442 0 2
1.3666442 2 2
1.7709846 0 2
1.8093904 -1 1
1.8093904 1 1

0 -1 2
0 0 1
0 0 3
0 1 2
0.060724933 0 1
0.060724933 -2 1
0.060724933 -1 2
0.060724933 0 1
0.060724933 1 2
0.060724933 2 1
0.98666026 -2 1
0.98666026 -2 3
0.98666026 -1 2
0.98666026 -1 2
0.98666026 -1 4
0.98666026 0 1
0.98666026 0 1
0.98666026 0 3
0.98666026 1 4
0.98666026 0 3
0.98666026 1 2
0.98666026 1 2
0.98666026 2 1
0.98666026 2 3
1.0473852 -1 2
1.0473852 0 3
1.0473852 -3 2
1.0473852 -2 1
1.0473852 -2 3
1.0473852 -1 2
1.0473852 -1 2
1.0473852 0 1
1.0473852 1 2
1.0473852 1 2
1.0473852 2 1
1.0473852 2 3
1.0473852 3 2
1.0473852 0 1
1.0473852 0 3
1.0473852 1 2
1.9733205 -1 2
1.9733205 -1 2
1.9733205 -1 2
1.9733205 -1 4
1.9733205 0 3
1.9733205 0 3
1.9733205 0 5
1.9733205 1 2
1.9733205 1 2
1.9733205 1 2
1.9733205 2 1
1.9733205 2 3
1.9733205 -3 2
1.9733205 -2 1
1.9733205 -2 3
1.9733205 0 1
1.9733205 0 3
1.9733205 1 4
1.9733205 3 2
1.9733205 0 1
2.0340455 -2 1
2.0340455 -2 1
2.0340455 -2 1
2.0340455 -1 2
2.0340455 -1 2
2.0340455 0 1
2.0340455 1 2
2.0340455 1 2
2.0340455 1 4
2.0340455 2 1
2.0340455 2 3
2.0340455 -4 1
2.0340455 -3 2
2.0340455 -2 3
2.0340455 -1 2
2.0340455 -1 4
2.0340455 0 1
2.0340455 0 1
2.0340455 0 1
2.0340455 0 3
2.0340455 0 3
